,team,year,avg_ht,avg_wt
133,GSW,2015,202.01466666666664,101.36277494933333
134,GSW,2016,201.77125,101.94488515750001
135,GSW,2017,202.00470588235294,100.96432518117648
136,GSW,2018,202.30352941176469,99.9504128247059
137,GSW,2019,200.95882352941175,100.99100708529411
138,GSW,2020,197.65818181818184,96.63579264500002
139,GSW,2021,197.83777777777777,95.38039558055556
140,GSW,2022,196.02823529411765,92.82634442529411
141,GSW,2023,197.97888888888892,94.82600490611111
142,GSW,2024,196.70888888888888,94.1456163511111
143,GSW,2025,198.91375,97.79451497200002
144,MIN,1990,203.03066666666663,96.52445633600001
145,MIN,1991,200.1157142857143,96.971568815
146,MIN,1992,200.97750000000002,96.983718610625
147,MIN,1993,202.52266666666668,100.09271631333336
148,MIN,1994,201.93,98.571291905625
149,MIN,1995,200.09555555555556,96.43877777722224
150,MIN,1996,197.82117647058823,94.37389486411766
151,MIN,1997,199.29230769230767,95.84755695307695
152,MIN,1998,199.54874999999998,96.813621471875
153,MIN,1999,200.787,97.86255382750001
154,MIN,2000,200.07384615384615,97.8712767576923
155,MIN,2001,198.628,97.55259904133332
156,MIN,2002,199.86625,100.442360431875
157,MIN,2003,199.57142857142858,98.91553611500001
158,MIN,2004,198.26941176470586,97.94927001588236
159,MIN,2005,200.47857142857143,99.17473175500001
160,MIN,2006,200.0955555555556,98.20274810500001
161,MIN,2007,199.02714285714282,97.230764455
162,MIN,2008,200.66,102.596924189375
163,MIN,2009,200.66000000000003,102.03160134588236
164,MIN,2010,201.6125,103.192264175
165,MIN,2011,199.46470588235294,98.9365004682353
166,MIN,2012,200.15199999999996,101.87684630200002
167,MIN,2013,199.32315789473682,98.88313666000002
168,MIN,2014,199.7635294117647,99.57686616705884
169,MIN,2015,201.47279999999998,102.0219958604
170,MIN,2016,202.565,102.42682705062501
171,MIN,2017,199.86624999999998,99.4501271225
172,MIN,2018,199.86624999999998,98.37284524375
173,MIN,2019,198.36190476190478,99.48792648666668
174,MIN,2020,198.33166666666662,97.59795827833334
175,MIN,2021,197.8025,94.432261529375
176,MIN,2022,197.83777777777777,97.52235955
177,MIN,2023,198.501,97.340922602
178,MIN,2024,199.9915789473684,97.9998252026316
179,MIN,2025,199.67222222222222,96.3631790488889
180,LAC,1990,197.104,91.51226064750001
181,LAC,1991,202.2475,96.9553690875
182,LAC,1992,198.41882352941175,89.78460735588236
183,LAC,1993,198.96666666666667,96.91756972333333
184,LAC,1994,200.0623529411765,99.71027568764707
185,LAC,1995,200.9775,98.25944715125001
186,LAC,1996,202.1114285714286,99.82272085500001
187,LAC,1997,202.01466666666664,100.96966156200001
188,LAC,1998,200.66000000000003,97.76427548066668
189,LAC,1999,199.39,98.25944715125001
190,LAC,2000,201.7058823529412,99.36341093411767
191,LAC,2001,200.65999999999997,100.12295580466667
192,LAC,2002,198.755,100.102166154375
193,LAC,2003,203.87733333333335,104.47744255666667
194,LAC,2004,201.85529411764705,102.21837467470588
195,LAC,2005,198.96666666666667,95.58199218944445
196,LAC,2006,201.93,96.96796887555556
197,LAC,2007,199.59052631578945,96.30482213578948
198,LAC,2008,197.73899999999998,97.15948565400001
199,LAC,2009,201.59578947368422,100.7213794226316
200,LAC,2010,199.72421052631577,98.62053055105264
201,LAC,2011,199.7635294117647,104.35292700411766
202,LAC,2012,197.83777777777777,100.62190741166667
203,LAC,2013,199.30533333333332,100.06247682200002
204,LAC,2014,199.77100000000002,99.56352521500001
205,LAC,2015,197.86600000000004,97.29556336499999
206,LAC,2016,199.95444444444445,101.05030020555556
207,LAC,2017,199.81333333333336,101.90708579333334
208,LAC,2018,199.57142857142858,99.22873084666666
209,LAC,2019,200.54454545454544,98.80066532
210,LAC,2020,198.501,97.45432069450001
211,LAC,2021,198.882,98.99653475250001
212,LAC,2022,199.66608695652172,97.69985221652173
213,LAC,2023,198.84571428571425,95.9023868
214,LAC,2024,199.45047619047614,97.43596100333335
215,LAC,2025,199.39000000000001,98.27834683333334
216,SAC,1990,201.45375,95.793038639375
217,SAC,1991,200.94222222222226,94.70000702555556
218,SAC,1992,198.59625,94.545659621875
219,SAC,1993,197.485,92.901387280625
220,SAC,1994,198.71764705882353,96.24162815235294
221,SAC,1995,197.95066666666662,93.95409957266666
222,SAC,1996,198.4375,96.9553690875
223,SAC,1997,199.0725,96.360029101875
224,SAC,1998,200.06235294117647,97.36226812529412
225,SAC,1999,200.66,103.41906036
226,SAC,2000,199.93428571428572,98.850737205
227,SAC,2001,201.0228571428572,99.693123035
228,SAC,2002,200.8414285714286,99.01273447999999
229,SAC,2003,201.02285714285716,98.88313665999999
230,SAC,2004,201.8323076923077,99.99967172461538
231,SAC,2005,200.8011111111111,102.20948070666665
232,SAC,2006,200.9775,102.71032228187502
233,SAC,2007,199.81333333333333,101.12085901866668
234,SAC,2008,201.59578947368422,100.62588629210528
235,SAC,2009,201.3857142857143,99.94151885666668
236,SAC,2010,202.565,103.26030303050001
237,SAC,2011,201.13625000000002,101.97323468062501
238,SAC,2012,200.66000000000003,100.42535071800002
239,SAC,2013,198.56823529411764,98.34949857764707
240,SAC,2014,199.99739130434784,103.43878176739133
241,SAC,2015,201.3284210526316,103.27582066421054
242,SAC,2016,199.81333333333336,100.516069192
243,SAC,2017,198.92210526315787,99.45609544315789
244,SAC,2018,201.08333333333331,100.77310486833335
245,SAC,2019,200.406,98.7697385675
246,SAC,2020,201.1017391304348,99.19867917826086
247,SAC,2021,199.91916666666668,98.44844397208335
248,SAC,2022,199.78076923076924,97.67937229346155
249,SAC,2023,200.406,98.02131115699999
250,SAC,2024,200.406,96.5471359545
251,SAC,2025,198.86705882352942,99.87036711235294
252,DAL,1990,199.30533333333335,96.52445633600001
253,DAL,1991,201.33733333333333,96.01038498333335
254,DAL,1992,199.76352941176472,95.8147176864706
255,DAL,1993,199.6722222222222,96.46397735333335
256,DAL,1994,202.2122222222222,98.75713877944446
257,DAL,1995,200.47857142857148,95.74038952500003
258,DAL,1996,201.33733333333336,98.39930479866666
259,DAL,1997,201.78888888888886,99.68952309555554
260,DAL,1998,201.36555555555555,100.16831504166667
261,DAL,1999,204.6514285714286,99.693123035
262,DAL,2000,202.15411764705883,98.26945286529413
263,DAL,2001,203.58100000000002,101.60469088
264,DAL,2002,199.644,97.52235955
265,DAL,2003,201.10823529411766,98.80309094764706
266,DAL,2004,202.47428571428577,100.53550886499998
267,DAL,2005,203.67625,99.4501271225
268,DAL,2006,203.04125000000002,100.215564246875
269,DAL,2007,200.81875000000002,100.64080709375001
270,DAL,2008,200.025,100.44803033650001
271,DAL,2009,201.29500000000002,101.66138992625001
272,DAL,2010,200.09555555555553,99.89111970444445
273,DAL,2011,201.6477777777778,100.1935146177778
274,DAL,2012,201.45375,100.35731186250001
275,DAL,2013,197.01565217391303,98.96202228956523
276,DAL,2014,198.28933333333333,97.76427548066667
277,DAL,2015,199.99157894736845,98.71602368157896
278,DAL,2016,201.45375,102.11498229625
279,DAL,2017,198.22583333333333,96.63407449208334
280,DAL,2018,200.32869565217388,98.66620117869566
281,DAL,2019,199.08761904761906,97.63035773333334
282,DAL,2020,198.9221052631579,98.38179772473686
283,DAL,2021,200.39263157894737,98.73989696421053
284,DAL,2022,199.53111111111113,98.84953722518519
285,DAL,2023,197.34695652173912,95.94464695869567
286,DAL,2024,199.38999999999996,97.74915573500002
287,DAL,2025,200.36117647058825,98.50959000235294
288,PHO,1990,197.32625,92.07925111
289,PHO,1991,200.97750000000002,96.983718610625
290,PHO,1992,199.68307692307692,95.91734039461541
291,PHO,1993,199.64399999999998,98.52026276400002
292,PHO,1994,197.97058823529414,97.20217670058825
293,PHO,1995,198.96666666666667,96.07086396600002
294,PHO,1996,200.36117647058825,98.29613476941176
295,PHO,1997,200.77043478260867,99.55366451130436
296,PHO,1998,200.66,99.9037194925
297,PHO,1999,200.21176470588236,100.32395948235296
298,PHO,2000,201.85529411764708,100.99100708529413
299,PHO,2001,201.13625000000002,99.932069015625
300,PHO,2002,199.7242105263158,100.14842063947368
301,PHO,2003,203.56285714285718,103.35426145
302,PHO,2004,202.3978947368421,102.27314279368423
303,PHO,2005,201.5066666666667,100.09271631333333
304,PHO,2006,200.37777777777777,99.33672903000001
305,PHO,2007,200.84142857142857,100.40591104500001
306,PHO,2008,200.3425,102.029933726875
307,PHO,2009,199.8133333333333,102.23468028277777
308,PHO,2010,203.03066666666666,103.87265272999998
309,PHO,2011,202.53157894736844,102.48800233736843
310,PHO,2012,200.66,100.73239786076925
311,PHO,2013,201.29500000000002,100.64080709375
312,PHO,2014,200.32133333333337,101.15109851000001
313,PHO,2015,197.4573913043478,96.89127451347828
314,PHO,2016,198.23043478260865,97.26598125391305
315,PHO,2017,197.83777777777777,99.05953369277779
316,PHO,2018,197.6581818181818,97.914098415
317,PHO,2019,199.81333333333336,96.86087067708333
318,PHO,2020,198.52105263157895,94.32333967736842
319,PHO,2021,198.41882352941178,96.72190242647059
320,PHO,2022,199.22434782608696,98.21260880869566
321,PHO,2023,199.13599999999997,97.97595192000001
322,PHO,2024,198.6972727272727,101.27480552000003
323,PHO,2025,198.68444444444444,97.21996463666667
324,POR,1990,201.44153846153844,96.82452513461539
325,POR,1991,201.44153846153844,97.2781175046154
326,POR,1992,199.75285714285715,95.48119388500001
327,POR,1993,201.20428571428573,98.81833775
328,POR,1994,201.02285714285713,97.36036227500001
329,POR,1995,199.0725,94.94255294562501
330,POR,1996,201.50666666666663,99.54840546933335
331,POR,1997,198.52105263157895,96.66292137526315
332,POR,1998,201.168,98.4975831455
333,POR,1999,200.02499999999998,97.380611934375
334,POR,2000,202.47428571428574,99.01273447999999
335,POR,2001,200.97750000000002,95.622941500625
336,POR,2002,199.47466666666668,96.40349837066668
337,POR,2003,201.5066666666667,99.33672903
338,POR,2004,200.76583333333335,97.76805541708332
339,POR,2005,199.1658823529412,96.42840148117646
340,POR,2006,200.80941176470589,98.56295381058824
341,POR,2007,200.95882352941177,99.23000141352942
342,POR,2008,201.2042857142857,98.75353884
343,POR,2009,203.2,101.72564884533332
344,POR,2010,201.4621052631579,99.36060231263158
345,POR,2011,203.4822222222222,101.55429172777778
346,POR,2012,201.36555555555555,99.66432351944444
347,POR,2013,200.8293333333333,99.09481309933335
348,POR,2014,200.4906666666667,100.63702715733332
349,POR,2015,200.94222222222223,100.21871419388889
350,POR,2016,199.39000000000001,98.88313666
351,POR,2017,200.32133333333337,100.516069192
352,POR,2018,201.77125,102.42682705062501
353,POR,2019,200.51888888888888,100.47070995500002
354,POR,2020,201.422,102.10364248700002
355,POR,2021,198.8670588235294,98.56295381058824
356,POR,2022,196.89703703703705,97.33756265851852
357,POR,2023,198.64916666666667,95.21659833583334
358,POR,2024,200.4290909090909,97.60483089
359,POR,2025,202.4944444444444,97.4971599738889
